time_s,horizontal_contrast
11.234999999998763,-131.61899250440916
11.359999999998763,-206.93326306216932
11.515999999999622,-211.82700203924162
11.57799999999952,-214.6809620260141
11.70299999999952,-214.15622933201058
11.875,-214.1741691468254
12.0,-214.13493441358025
12.125,167.3513420414462
12.234999999998763,149.04945849867724
12.313000000000102,132.48743386243387
12.438000000000102,133.7077201829806
12.593999999999141,133.7340305335097
12.718999999999141,133.7793140983245
12.82799999999952,-131.01336529982365
12.95299999999952,-194.01810515873015
13.015999999999622,-212.53622409611992
13.140999999999622,-214.05888310185185
13.313000000000102,-214.07306134259258
13.45299999999952,-214.08515211640213
13.563000000000102,-214.14205798059965
13.671999999998661,213.31216931216932
13.796999999998661,165.92261904761904
13.875,149.38884066358025
14.031999999999243,132.77199074074073
14.109999999998763,132.86406663359787
14.281999999999243,133.29325810185185
14.390999999999622,133.3437775573192
14.484999999998763,-155.24889081790124
14.593999999999141,-195.00612461419752
14.75,-207.37835510361552
14.82799999999952,-212.12594383818342
14.938000000000102,-214.01342041446208
15.109999999998763,-214.03368193342152
15.25,-214.03128444664904
15.359999999998763,213.32669201940035
15.468999999999141,148.13002232142858
15.546999999998661,132.7845913249559
15.796999999998661,133.36808311287479
15.968999999999141,133.43227788800706
16.188000000000102,133.40953621031747
16.26599999999962,-178.05689897486772
16.375,-214.04495976631392
16.54699999999866,-214.0569747574956
16.688000000000102,-214.075603505291
16.859999999998763,-214.04936893738977
16.906999999999243,213.32771852954144
16.984999999998763,164.97960758377425
17.109999999998763,133.24672067901236
17.26599999999962,133.33796985229276
17.359999999998763,133.3545524691358
17.531999999999243,133.25075782627866
17.625,133.32522459215167
17.71899999999914,-131.4017443783069
17.82799999999952,-206.88656718474428
17.984999999998763,-211.8418140983245
18.063000000000102,-214.65867504409172
18.188000000000102,-214.10898919753086
18.34399999999914,-214.13898533950618
18.531999999999243,-214.1269634589947
18.59399999999914,167.03892471340387
18.781999999999243,148.79075038580248
18.984999999998763,132.2465346671076
19.07799999999952,138.61253031305114
19.20299999999952,138.52013751102294
19.313000000000102,10.76106426366843
19.42199999999866,-164.80070546737213
19.51599999999962,-208.06713651895944
19.625,-211.61986744929453
19.79699999999866,-214.4309344686949
19.92199999999866,-214.42869543650792
20.125,-214.25325176366843
20.156999999999243,198.81908619929453
20.26599999999962,161.34025022045856
20.359999999998763,149.48835014329805
20.57799999999952,132.94388640873015
20.76599999999962,133.017009755291
20.875,133.0463100749559
20.96899999999914,-132.71460262345678
21.07799999999952,-193.30891065917106
21.234999999998763,-212.368110670194
21.29699999999866,-215.21998319003526
21.42199999999866,-214.1762497244268
21.59399999999914,-214.1747340718695
21.734999999998763,-214.18639081790124
21.82799999999952,213.44679370590828
21.95299999999952,148.35503472222223
22.031999999999243,132.83114941578484
22.156999999999243,133.49370315255732
22.313000000000102,133.5229896935626
22.438000000000102,133.54685433201058
22.531999999999243,114.88105572089947
22.67199999999866,-193.25785383597884
22.734999999998763,-207.6070946318342
22.859999999998763,-214.1173115079365
23.031999999999243,-214.14506861772486
23.17199999999866,-214.16023892195767
23.281999999999243,-214.10977458112876
23.39099999999962,111.00509121472663
23.46899999999914,167.14032186948853
23.59399999999914,133.39565421075838
23.75,133.4364872685185
23.82799999999952,133.43424134700177
24.0,133.4636036706349
24.109999999998763,133.49753361992944
24.188000000000102,-131.38357032627866
24.32799999999952,-195.07568617724868
24.46899999999914,-193.37593694885362
24.54699999999866,-212.18998704805998
24.656999999999243,-214.21478174603175
24.82799999999952,-214.21536733906527
24.95299999999952,-214.22860174162258
25.09399999999914,213.4366801697531
25.188000000000102,165.27315503747795
25.281999999999243,132.67445849867724
25.39099999999962,133.38412147266314
25.54699999999866,133.43601879409172
25.688000000000102,133.4410548941799
25.79699999999866,133.4007316468254
25.906999999999243,-131.41317377645504
25.984999999998763,-208.91456542107585
26.09399999999914,-211.58744626322752
26.26599999999962,-214.39347029320987
26.406999999999243,-214.4001529431217
26.531999999999243,-214.2786044973545
26.625,-63.397328317901234
26.75,167.16004602072312
26.95299999999952,149.22973848104056
26.984999999998763,132.76526675485007
27.063000000000102,145.17046957671957
27.25,133.43330439814815
27.34399999999914,133.4917121362434
27.45299999999952,-131.3590512014991
27.54699999999866,-193.3912243716931
27.70299999999952,-212.56719163359787
27.781999999999243,-215.30022321428572
27.89099999999962,-214.1799148478836
28.063000000000102,-214.2157944775132
28.20299999999952,-214.25189456569666
28.313000000000102,213.39181685405643
28.42199999999866,148.34194499559084
28.51599999999962,132.67667686287479
28.625,133.40397652116403
28.781999999999243,133.47167796516754
28.92199999999866,133.4971409281305
29.0,133.39101769179894
29.14099999999962,-190.60794201940035
29.234999999998763,-201.46043457892415
29.34399999999914,-211.5310295414462
29.5,-214.36439732142858
29.57799999999952,-214.3728091931217
29.70299999999952,-214.0518284281305
29.859999999998763,-214.05212466931218
29.938000000000102,-214.07741539902997
30.063000000000102,-214.13210289902997
30.21899999999914,-214.14680472883597
30.29699999999866,-214.15813078703704
30.42199999999866,-214.21718612213405
30.57799999999952,-214.2272583223104
30.656999999999243,-214.21558090828924
30.781999999999243,-214.24823633156967
30.938000000000102,-214.25270061728395
31.01599999999962,-214.26237323633157
31.14099999999962,-214.20456486992944
31.313000000000102,-214.21292851631392
31.375,-214.20291143077603
31.5,-214.29224537037038
31.609999999998763,-214.31097056878306
31.609999999998763,-214.30694031084656
