time_s,horizontal_contrast
0.6560000000008586,-206.46397569444446
0.7960000000002765,-206.59131806657848
0.9060000000008586,-206.8815724206349
1.0310000000008586,-217.12832065696648
1.1710000000002765,-217.46983851410934
1.264999999999418,-218.46412037037038
1.4060000000008586,-217.67910190696648
1.5310000000008586,-215.11838624338625
1.6090000000003783,-208.44247409611992
1.7180000000007567,-209.61974344135803
1.889999999999418,-209.62136932319223
1.9680000000007567,-209.7177372685185
2.0930000000007567,-209.68873319003526
2.25,-209.6994736552028
2.32799999999952,-209.7303378527337
2.45299999999952,-210.00592482363317
2.625,-210.05462549603175
2.686999999999898,-209.98915619488537
2.811999999999898,-209.76006531084656
2.9840000000003783,-209.8882412918871
3.0460000000002765,-209.85916832010582
3.1710000000002765,-209.649574239418
3.32799999999952,-209.6245246362434
3.4060000000008586,-209.6257922729277
3.5310000000008586,-209.5396618716931
3.70299999999952,-209.57655423280423
3.764999999999418,-209.56883129409172
3.889999999999418,-209.74725115740742
4.061999999999898,-209.70951140873015
4.125,-209.71626295194002
4.25,-209.60761133156967
4.4210000000002765,-209.62333278218694
4.561999999999898,-209.65239197530863
4.656000000000859,210.1977306547619
4.781000000000859,157.25325176366843
4.859000000000378,140.29095706569666
4.984000000000378,133.35037753527337
5.139999999999418,133.45704502865962
5.264999999999418,133.43847828483246
5.375,133.3954819775132
5.5,-165.05642361111111
5.57799999999952,-194.36028439153438
5.686999999999898,-211.68466159611992
5.859000000000378,-214.545951829806
5.9210000000002765,-214.53507357804233
6.109000000000378,-214.44274277998235
6.218000000000757,-214.47355186287479
6.32799999999952,213.46330054012347
6.4210000000002765,149.42020778218694
6.57799999999952,132.67522321428572
6.656000000000859,132.77013751102294
6.875,133.38600225970018
6.936999999999898,133.4607101521164
7.031000000000859,121.94961144179894
7.156000000000859,-193.46000055114638
7.2960000000002765,-207.8320381393298
7.359000000000378,-215.3146908068783
7.484000000000378,-214.33538635361552
7.656000000000859,-214.37072172619048
7.781000000000859,-214.3842041446208
7.906000000000859,213.410831404321
8.014999999999418,166.01162918871253
8.093000000000757,132.61312279541445
8.218000000000757,133.3575355489418
8.375,133.39279513888889
8.514999999999418,133.4029224537037
8.625,133.40472056878306
8.734000000000378,-131.42700755070547
8.811999999999898,-209.07771852954144
8.921000000000276,-211.77250055114638
9.093000000000757,-214.58830742945327
9.171000000000276,-214.58784584435625
9.343000000000757,-214.29502177028218
9.45299999999952,-214.33267195767195
9.57799999999952,167.17170965608466
9.656000000000859,149.29476686507937
9.811999999999898,132.70803020282187
9.906000000000859,132.725391313933
10.031000000000859,133.34716710758377
10.171000000000276,133.40582975088182
10.296000000000276,129.63977761243387
10.389999999999418,-131.4085303681658
10.531000000000859,-209.10542741402116
10.609000000000378,-213.6556506283069
10.718000000000757,-214.39125881834215
10.889999999999418,-214.41220238095238
11.109000000000378,-214.39720430996474
11.25,147.54036458333334
11.343000000000757,-202.3963707010582
11.45299999999952,133.32550016534393
11.609000000000378,133.3739803791887
11.75,133.41185102513228
11.843000000000757,133.37409749779542
11.968000000000757,-131.3422619047619
12.046000000000276,-194.8829365079365
12.171000000000276,-211.76345486111111
12.32799999999952,-214.56505594135803
12.406000000000859,-214.57959242724868
12.593000000000757,-214.38872354497354
12.686999999999898,-214.42859209656083
12.811999999999898,213.43810626102294
12.906000000000859,149.33182457010582
13.046000000000276,132.71017967372134
13.139999999999418,132.77332727072312
13.281000000000859,133.26554921737213
13.406000000000859,133.32314401455025
13.514999999999418,117.38888888888889
13.639999999999418,-193.4460014329806
13.764999999999418,-207.7717220568783
13.843000000000757,-215.2687251984127
13.968000000000757,-214.36864114858906
14.139999999999418,-214.38042190255732
14.32799999999952,-214.4130222111993
14.375,105.31490437610229
14.5,167.14433834876544
14.57799999999952,132.08429783950618
14.686999999999898,133.19261188271605
