time_s,nal_type,payload_bytes
12.95299999999952,8,6
13.015999999999622,5,4424
13.156000000000859,1,5561
13.21900000000096,1,2835
13.281000000000859,7,9
13.281000000000859,8,6
13.281000000000859,7,9
13.281000000000859,8,6
13.313000000000102,7,9
13.313000000000102,8,6
13.375,5,4546
13.5,1,5135
13.563000000000102,1,2686
13.640999999999622,7,9
13.640999999999622,8,6
13.640999999999622,7,9
13.640999999999622,8,6
13.67200000000048,7,9
13.67200000000048,8,6
13.734000000000378,5,4500
13.813000000000102,1,2720
13.96900000000096,1,4856
14.0,7,9
14.0,8,6
14.0,7,9
14.0,8,6
14.031000000000859,7,9
14.031000000000859,8,6
14.09400000000096,5,4340
14.17200000000048,1,2480
14.34400000000096,1,5434
14.359000000000378,7,9
14.359000000000378,8,6
14.359000000000378,7,9
14.359000000000378,8,6
14.390999999999622,7,9
14.406000000000859,8,6
14.45299999999952,5,4436
14.54700000000048,1,3058
14.70299999999952,1,5106
14.71900000000096,7,9
14.71900000000096,8,6
14.71900000000096,7,9
14.71900000000096,8,6
14.75,7,9
14.765999999999622,8,6
14.813000000000102,5,4451
14.938000000000102,1,5361
15.0,1,2226
15.07799999999952,7,9
15.07799999999952,8,6
15.07799999999952,7,9
15.07799999999952,8,6
15.109000000000378,7,9
15.109000000000378,8,6
15.17200000000048,5,4161
15.265999999999622,1,3641
15.375,1,2461
15.438000000000102,7,9
15.438000000000102,8,6
15.438000000000102,7,9
15.438000000000102,8,6
15.484000000000378,7,9
15.484000000000378,8,6
15.531000000000859,5,4431
15.609000000000378,1,2277
15.71900000000096,1,2068
15.79700000000048,7,9
15.79700000000048,8,6
15.79700000000048,7,9
15.79700000000048,8,6
15.84400000000096,7,9
15.84400000000096,8,6
15.890999999999622,5,4366
16.07799999999952,1,2275
16.23400000000038,7,9
16.23400000000038,8,6
16.23400000000038,7,9
16.23400000000038,8,6
16.23400000000038,7,9
16.23400000000038,8,6
16.25,5,4325
16.35900000000038,1,3687
16.5,1,4935
16.51599999999962,7,9
16.51599999999962,8,6
16.51599999999962,7,9
16.51599999999962,8,6
16.563000000000102,7,9
16.563000000000102,8,6
16.60900000000038,5,4302
16.73400000000038,1,5247
16.79700000000048,1,2159
16.875,7,9
16.875,8,6
16.875,7,9
16.875,8,6
16.92200000000048,7,9
16.92200000000048,8,6
16.96900000000096,5,4366
17.09400000000096,1,4587
17.17200000000048,1,2445
17.23400000000038,7,9
17.23400000000038,8,6
17.23400000000038,7,9
17.23400000000038,8,6
17.28100000000086,7,9
17.28100000000086,8,6
17.32799999999952,5,4351
17.40600000000086,1,2303
17.54700000000048,1,3530
17.59400000000096,7,9
17.59400000000096,8,6
17.59400000000096,7,9
17.59400000000096,8,6
17.64099999999962,7,9
17.64099999999962,8,6
17.688000000000102,5,4339
17.76599999999962,1,2507
17.938000000000102,1,5334
17.95299999999952,7,9
17.95299999999952,8,6
17.95299999999952,7,9
17.95299999999952,8,6
18.0,7,9
18.0,8,6
18.04700000000048,5,4408
18.17200000000048,1,4880
18.26599999999962,1,3519
18.313000000000102,7,9
18.313000000000102,8,6
18.313000000000102,7,9
18.313000000000102,8,6
18.35900000000038,7,9
18.35900000000038,8,6
18.40600000000086,5,4315
18.54700000000048,1,5402
18.60900000000038,1,2294
18.67200000000048,7,9
18.67200000000048,8,6
18.67200000000048,7,9
18.688000000000102,8,6
18.71900000000096,7,9
18.71900000000096,8,6
18.76599999999962,5,4426
18.938000000000102,1,5117
19.03100000000086,7,9
19.04700000000048,8,6
19.04700000000048,7,9
19.04700000000048,8,6
19.07799999999952,7,9
19.07799999999952,8,6
19.125,5,4330
19.20299999999952,1,2338
19.34400000000096,1,3748
19.39099999999962,7,9
19.39099999999962,8,6
19.39099999999962,7,9
19.40600000000086,8,6
19.438000000000102,7,9
19.438000000000102,8,6
19.48400000000038,5,4581
19.57799999999952,1,2605
19.75,1,5434
19.76599999999962,7,9
19.76599999999962,8,6
19.76599999999962,7,9
19.76599999999962,8,6
19.79700000000048,7,9
19.79700000000048,8,6
19.84400000000096,5,4465
19.98400000000038,1,5271
20.07799999999952,1,4128
20.125,7,9
20.125,8,6
20.125,7,9
20.125,8,6
20.15600000000086,7,9
20.15600000000086,8,6
20.20299999999952,5,4558
20.34400000000096,1,5583
20.40600000000086,1,2657
20.48400000000038,7,9
20.48400000000038,8,6
20.48400000000038,7,9
20.48400000000038,8,6
20.51599999999962,7,9
20.51599999999962,8,6
20.57799999999952,5,4659
20.70299999999952,1,5396
20.76599999999962,1,2581
20.84400000000096,7,9
20.84400000000096,8,6
20.84400000000096,7,9
20.84400000000096,8,6
20.875,7,9
20.875,8,6
20.92200000000048,5,4471
21.01599999999962,1,2720
21.17200000000048,1,4729
21.20299999999952,7,9
21.20299999999952,8,6
21.20299999999952,7,9
21.20299999999952,8,6
21.23400000000038,7,9
21.23400000000038,8,6
21.28100000000086,5,4536
21.375,1,2519
21.53100000000086,1,5349
21.563000000000102,7,9
21.563000000000102,8,6
21.563000000000102,7,9
21.563000000000102,8,6
21.59400000000096,7,9
21.59400000000096,8,6
21.64099999999962,5,4436
21.73400000000038,1,2862
21.90600000000086,1,5278
21.92200000000048,7,9
21.92200000000048,8,6
21.92200000000048,7,9
21.92200000000048,8,6
21.95299999999952,7,9
21.95299999999952,8,6
22.0,5,4406
22.14099999999962,1,5332
22.20299999999952,1,2219
22.28100000000086,7,9
22.28100000000086,8,6
22.28100000000086,7,9
22.28100000000086,8,6
22.313000000000102,7,9
22.313000000000102,8,6
22.35900000000038,5,4325
22.5,1,5052
22.563000000000102,1,2185
22.64099999999962,7,9
22.64099999999962,8,6
22.64099999999962,7,9
22.64099999999962,8,6
22.67200000000048,7,9
22.67200000000048,8,6
22.71900000000096,5,4406
22.813000000000102,1,2341
22.96900000000096,1,4894
23.0,7,9
23.0,8,6
23.0,7,9
23.0,8,6
23.03100000000086,7,9
23.03100000000086,8,6
23.07799999999952,5,4229
23.17200000000048,1,2551
23.34400000000096,1,5387
23.35900000000038,7,9
23.35900000000038,8,6
23.35900000000038,7,9
23.35900000000038,8,6
23.39099999999962,7,9
23.39099999999962,8,6
23.45299999999952,5,4405
23.54700000000048,1,3287
23.70299999999952,1,5077
23.71900000000096,7,9
23.71900000000096,8,6
23.71900000000096,7,9
23.71900000000096,8,6
23.75,7,9
23.75,8,6
23.813000000000102,5,4323
23.938000000000102,1,5287
24.07799999999952,1,2240
24.07799999999952,8,6
24.07799999999952,7,9
24.07799999999952,8,6
24.10900000000038,7,9
24.10900000000038,8,6
24.15600000000086,5,4291
24.29700000000048,1,4761
24.39099999999962,1,3309
24.438000000000102,7,9
24.438000000000102,8,6
24.438000000000102,7,9
24.438000000000102,8,6
24.46900000000096,7,9
24.46900000000096,8,6
24.51599999999962,5,4266
24.60900000000038,1,2206
24.71900000000096,1,2337
24.79700000000048,7,9
24.79700000000048,8,6
24.79700000000048,7,9
24.79700000000048,8,6
24.82799999999952,7,9
24.84400000000096,8,6
24.89099999999962,5,4340
24.96900000000096,1,2290
25.14099999999962,1,5342
25.15600000000086,7,9
25.15600000000086,8,6
25.15600000000086,7,9
25.15600000000086,8,6
25.188000000000102,7,9
25.188000000000102,8,6
25.23400000000038,5,4260
25.35900000000038,1,4176
25.48400000000038,1,4584
25.51599999999962,7,9
25.51599999999962,8,6
25.51599999999962,7,9
25.51599999999962,8,6
25.54700000000048,7,9
25.563000000000102,8,6
25.60900000000038,5,4320
25.73400000000038,1,5230
25.79700000000048,1,2206
25.875,7,9
25.875,8,6
25.875,7,9
25.875,8,6
25.90600000000086,7,9
25.90600000000086,8,6
25.96900000000096,5,4264
26.09400000000096,1,4706
26.17200000000048,1,2438
26.23400000000038,7,9
26.23400000000038,8,6
26.23400000000038,7,9
26.23400000000038,8,6
26.28100000000086,7,9
26.28100000000086,8,6
26.32799999999952,5,4215
26.40600000000086,1,2219
26.53100000000086,1,2451
26.59400000000096,7,9
26.59400000000096,8,6
26.59400000000096,7,9
26.59400000000096,8,6
26.625,7,9
26.625,8,6
26.688000000000102,5,4613
26.76599999999962,1,2553
26.938000000000102,1,5447
26.95299999999952,7,9
26.95299999999952,8,6
26.95299999999952,7,9
26.95299999999952,8,6
27.0,7,9
27.0,8,6
27.04700000000048,5,4357
27.17200000000048,1,4460
27.29700000000048,1,5077
27.313000000000102,7,9
27.313000000000102,8,6
27.313000000000102,7,9
27.313000000000102,8,6
27.34400000000096,7,9
27.34400000000096,8,6
27.40600000000086,5,4627
27.54700000000048,1,5676
27.60900000000038,1,2651
27.67200000000048,7,9
27.67200000000048,8,6
27.67200000000048,7,9
27.67200000000048,8,6
27.71900000000096,7,9
27.71900000000096,8,6
27.76599999999962,5,4521
27.89099999999962,1,5360
27.98400000000038,1,3560
28.03100000000086,7,9
